TransactionID,CustomerID,BookTitle,Genre,PurchaseAmount,PurchaseDate
83c6af3e-cde0-4ce2-a90e-b5ad36bf96f0,b1fe4d08-4c52-4a9b-8b79-cecf68956564,Gone Girl,Mystery,7.67,2023-10-08
380329b5-7135-49db-a405-38959bfc0fb3,ac6b71dd-8256-4651-87cd-a1d9fca69af0,The Girl with the Dragon Tattoo,Mystery,24.66,2023-12-24
ff66035f-ba5f-4e39-aacc-05f1428f471b,ca04de42-810c-4cab-91e7-234498421525,The Rosie Project,Romance,13.58,2023-12-16
5c3de394-4ca3-4b59-a997-c507601efde5,6bb74a20-5969-4c64-b7e1-fe958eff3c3c,Babel,Fantasy,22.94,2023-12-29
60d6b7cc-bcc9-4885-bed4-36a3ce3e542b,165458aa-4fd8-4f8b-83c2-4dc8780f6528,Unbroken,Non-fiction,15.85,2023-11-06
3ba4d04f-026e-4670-a2d6-8035ce113d28,4fc05322-66a6-4526-8b08-80c7f078b9ad,Hyperion,Sci-fi,16.06,2024-01-05
1404c104-43e9-424e-8a9e-efcf844bb948,62a96b31-af9f-410b-bbcb-3fdccaa0a7a2,The Silence of the Lambs,Horror,11.05,2024-02-01
cb58c264-2597-4285-a66a-9254f69ce57d,9ac48bf5-2197-48c9-a361-255fb15ecd47,The Martian Chronicles,Sci-fi,11.5,2024-01-02
db6bef3e-0a04-4778-9ccc-1960e3086563,5b8e2c54-627f-4732-bd02-e1fe2ea4936b,Grit: The Power of Passion and Perseverance,Self-help,18.68,2024-03-25
ecad5710-ab28-4d7c-bdff-eb9416e28288,a56eb1b0-7e87-436b-9bb6-05f354d89ea3,Dune,Sci-fi,5.02,2023-12-30
261f7e71-2795-4836-977b-c374c422bca2,f3172b3f-85e1-42d6-8907-7f06ce09b5f9,The Catcher in the Rye,Fiction,10.77,2024-03-06
181dc28c-87e2-4159-8f4a-438a962ec3ed,c4bef3f5-ed88-4632-90e8-fe48f9a9c3a3,The Lies of Locke Lamora,Fantasy,6.22,2024-03-27
ad1b5a16-7f48-4591-b3c9-ae0981cee460,cf24e96e-1b01-4647-9ae9-76c20f40cf4c,The Wright Brothers,Non-fiction,47.42,2023-10-04
94662d19-b3b3-470f-b300-afada8a2a41e,97e730cf-0226-461d-b65b-6c576caaf309,The Hobbit,Fantasy,27.24,2023-11-02
d9f1718f-8572-4507-be6c-0c10c735ebf1,bee327ee-790a-4e76-83a5-b134c0c0232b,Moby-Dick,Fiction,11.65,2024-03-25
4cd6f029-56e7-4855-8d9a-5e1f1e40e880,2ecbac0d-fde4-48b8-8a26-719317b468eb,The Lost Horizon,Fiction,13.4,2024-02-15
653c54a6-e956-4596-8cfd-cb9c702e13d6,e15f44dc-0ba0-4839-9579-c2695d3fc542,The Hobbit,Fantasy,20.27,2023-11-14
e4cd1b56-769a-4b67-a12d-3567a07bca87,353d8e08-4df8-4c2f-92be-07040e4a8d69,Dune,Sci-fi,23.85,2024-01-07
e05f0dbb-bc62-46ba-8a66-f866bbc7ba97,3cce3140-92c0-44fc-99d5-9e29d528c47b,The Fault in Our Stars,Romance,13.71,2023-10-19
fc49357d-2d1a-4818-b375-ae09f18eb316,658e27ef-0929-40f5-b93d-1ece033c6c3d,The Woman in White,Mystery,11.61,2023-11-14
1afd2111-445e-4184-a46c-9ad30a05f2c8,fad25e7b-269e-42f7-86cd-19df6c7a30f5,The Subtle Art of Not Giving a F*ck,Self-help,46.56,2024-02-21
cb9938f9-ce59-4082-8d0d-262a42e9e101,7226484b-d88b-4c5f-a563-070890be60f3,The Name of the Wind,Fantasy,14.1,2023-12-15
b6cfeac0-a582-4dec-9d3b-372caa77a691,634b37c8-c751-4df0-bf77-881ff68c24dd,Educated,Non-fiction,27.23,2024-02-12
c27ebe1e-906b-4d7f-9305-426e165b77c8,f68cf5f1-d060-48b1-9d9a-e182330318e8,The Notebook,Romance,7.77,2023-11-09
10bf8ff9-1a9d-4a6a-9b7c-79d031cdd811,8d8894d9-8032-4bc3-830b-7e1ee1f8d838,The Great Gatsby,Fiction,15.96,2023-11-18
4642d908-be2b-4a3d-b9f8-8cb6e8dd0291,16cdda2e-186b-4159-a62a-9eba8183e3ea,The Four Agreements,Self-help,15.23,2024-03-02
c17d1dd1-1189-4c9b-ade1-e5e72f51eb0c,70281bf9-8f72-4056-a3f7-b6edbc3aa5fe,How to Win Friends and Influence People,Self-help,21.27,2023-12-31
99683b3e-e622-4db8-8139-c8e5b1c7389a,0496f66c-50cf-42fe-ae7a-fb111e1c3c1d,The Notebook,Romance,17.1,2024-02-22
eb5a2a1d-c5d8-4f5b-97d6-49bd6cdf819f,aaa8ac68-1c77-4d0c-937d-605f9af93d54,Becoming,Non-fiction,42.64,2024-03-17
f3c58819-9ec8-440f-a863-2cd891f37bcd,bb724285-9f82-47ad-a193-ecc9acf0177e,Big Little Lies,Mystery,19.95,2024-03-10
95175ccc-54c6-4794-981b-c1a5686eca7d,a4f70393-5187-4185-8815-7a92cfe7c750,1984,Fiction,8.85,2024-01-03
312dc5f9-fb52-4ffe-a36d-7a38f9420d5b,1df4c7fe-b9db-4a82-ac80-39c7245224a6,Wuthering Heights,Romance,11.4,2023-10-21
0f1611ff-2fef-4a8f-b424-18a668312461,8ec57908-3613-4800-b013-9d807b336a98,Becoming,Non-fiction,37.98,2023-11-01
4e24fa73-55c6-43cb-bbe5-122f5f93feac,2883a080-68ee-41ce-803f-7cea1d108a1c,The Hobbit,Fantasy,11.36,2023-12-11
20e34736-7842-4490-a3c4-0b21a376e2d4,c815ca3b-968c-4b16-b55d-f100162ab7c6,The Silence of the Lambs,Horror,10.62,2024-01-19
c4b15cab-3b80-4b94-b917-52ee459346e1,61230738-1013-4082-863c-dae9474d8567,The Stars My Destination,Sci-fi,21.28,2024-03-10
5b3f08e3-3882-4298-b427-c28a99beb6c7,1e8f1263-0c7f-4e09-8c24-ff3cfe918701,The Art of Thinking Clearly,Non-fiction,49.48,2024-03-14
fb8994e5-dfe0-4dc8-83c4-cc51d9c87ec6,fd0cc1b9-65e9-48c5-873c-e282eb632373,How to Win Friends and Influence People,Self-help,22.46,2023-10-17
3fc93abd-2645-4672-b914-548c0b8df2d7,414e0912-f06f-4451-9205-9117102ee7b9,Dune,Sci-fi,12.62,2024-02-24
61e9564f-8df7-4205-9067-f924157526a4,28f30e1a-be09-43dd-8e28-a9a96b21426d,Lord of the Flies,Fiction,7.43,2023-10-26
bbdb91c2-71e6-4693-8773-97f30dd8e93d,87c4262e-1579-4ddf-b06e-f4b1c99a1cb5,Outlander,Romance,17.62,2023-11-19
48f5626f-bad3-4112-9dd1-ee558cd5946d,4fb83c56-5b2a-4adf-921a-a1e6b5567ce9,The Hobbit,Fantasy,19.0,2024-03-08
a7f2931b-169a-4b46-91c4-9e9ddcbf4742,e88fe0f9-df95-4ad1-bced-e3ff2c9c1481,Neuromancer,Sci-fi,13.37,2024-01-21
c11a052d-09f2-444d-92e9-dc8565428877,e5eba8c3-2d37-468a-ac2b-0006cabdea9e,Into the Wild,Non-fiction,41.78,2024-01-23
85cbe20a-24a9-41cf-92a3-035698827434,1fb44dc6-25b7-4786-aaa5-361302d866d2,The Black Prism,Fantasy,12.34,2024-03-22
dc187e56-3a36-48fd-891a-ff8ce221faa0,b11a0a9b-baf8-433b-bf49-d3c6d3fda175,Born a Crime,Non-fiction,46.18,2023-10-03
ed99e896-d80f-4914-827c-bb82c0de56e5,da9cf33d-1ec4-41c6-b11d-5f1f6833955f,The Haunting of Hill House,Horror,18.85,2024-03-23
0136f00b-f3ca-43bc-9d7b-1c0829ea6872,5cfd25a6-4ff4-467d-b7de-76a6994b8d3a,World War Z,Horror,19.4,2024-02-02
25300823-d4ae-4804-aa44-0840ebb37ea3,b7ca3910-d481-4303-a732-ad4452259d3e,Gone Girl,Mystery,7.71,2024-03-18
8e30a790-ab2b-4bd3-b4cd-a8f98cb161e5,1f16c820-8a62-43a7-bcd9-ed0bc4e2ba26,The Shining,Horror,14.46,2024-02-02
91f77ec2-8b3e-46a4-ba9b-a0598b5fe005,2c220cbe-d6d6-401a-9ad4-ce97c0d3e108,The Happiness Project,Self-help,33.33,2023-12-11
3da989ad-1086-47ea-ac76-d578c3c51bd5,298973a0-5c50-46cd-8cf9-3fc97644d18e,Mindset: The New Psychology of Success,Self-help,42.19,2024-03-07
22c573fe-1ff2-4eeb-b8b2-17edc2ff0f54,f0986f83-ede9-45ff-a6b0-799732b27e77,The Four Agreements,Self-help,35.73,2023-10-26
2fa48c8b-417e-4c9b-9dc4-bd0194596e7d,684f5c47-d1e3-4394-bfad-aa8ea2a644db,Wuthering Heights,Romance,6.7,2024-02-29
144e11f0-131e-4174-bccb-00ed536de385,3edc74b3-eae1-4ebc-bedf-3e7af4c7d840,The Subtle Art of Not Giving a F*ck,Self-help,46.93,2024-03-24
99eaf031-86f2-4354-819e-5bb464b3149f,332887de-739b-4674-a8eb-dea83c81665d,The Lost Horizon,Fiction,11.08,2023-12-31
e5e98300-baef-4a68-a4c6-ff3c4fa0dc2d,48a95a04-a0f9-4773-a195-61d12b8cfcb6,The Time Traveler's Wife,Romance,8.97,2023-12-07
307fe3aa-f807-48ff-b8b3-586b0a3ce208,6cf48abe-c347-4452-a282-ef721d749ef6,The Silence of the Lambs,Mystery,22.19,2023-11-10
c9c68d82-6955-4faa-8b02-0e6e088f9cdc,8ad6c69e-4f8d-4398-8e55-56d55ab58c8e,The Fellowship of the Ring,Fantasy,21.49,2023-12-09
2ddcdc60-e6e5-4317-b0df-a865867df8f5,20fea467-9257-4818-95d2-e01ebee24db9,Gone Girl,Mystery,17.33,2024-03-27
a19b22ec-6920-42a6-b97e-1f6a095e5a64,bc1bf8c5-4411-4c77-a016-8d0c9d134e0a,The Girl with the Dragon Tattoo,Mystery,12.29,2024-01-09
dcfdebe5-a694-4f03-80ad-036c84d479da,c10d6efd-a672-4c1a-8610-c074d82f9857,The Martian Chronicles,Sci-fi,7.59,2023-12-15
36885ad2-9216-459a-a537-fd078fec5459,46f16a70-0bed-49db-bad6-58d68e39aee4,Frankenstein,Horror,6.78,2023-12-08
853b9e46-196f-498d-8508-440d5287dee9,7d7fbcd4-a1ad-4753-b0b8-6e7e1aaad3d1,The Art of Thinking Clearly,Non-fiction,33.99,2023-10-13
033ddd5f-ac1c-4211-8a12-4774b4e5303b,130f87ff-342a-4a10-92ee-e6e0ef47cc66,Babel,Fantasy,11.52,2024-03-04
ac4fc0fb-7238-4da9-87c7-d78bb01a59e8,9129b1c0-b2e3-407f-8fea-33e730d773ca,The Fellowship of the Ring,Fantasy,5.63,2024-03-25
dafc0aa4-cb99-46bf-9af8-14b8565e28ea,8b136f49-6981-4cae-9645-e915b115909e,The Sword of Kaigen,Fantasy,18.78,2024-01-14
e027fd4f-d084-41e7-85b6-7fbdf099d4fb,c5678b25-0cdf-49ea-977f-050d06570b80,Mindset: The New Psychology of Success,Self-help,19.51,2023-10-30
6c88bdec-ddae-4eec-8ac9-50aae547417a,1aad9809-2e22-4de9-b651-b1a1ed78220d,Becoming,Non-fiction,47.3,2023-12-19
4da2cad0-9766-4f57-94c7-5b8521fb4e0f,221e3fd7-f636-43f6-97df-aa1171c998d8,The Time Traveler's Wife,Romance,7.24,2023-12-10
570a1cdf-b766-4683-815c-c78d7568de83,497ee82f-6a71-4c10-9d6d-ba038f863e9a,The Name of the Wind,Fantasy,6.89,2023-11-22
23d202c2-fb94-4503-8f37-a45876768d44,63e7f8d2-e726-4d03-ab26-8dc879ab2f6a,The Silence of the Lambs,Horror,21.46,2024-01-05
bbfd3fad-5ebc-4aab-b0f8-8222a654d430,8c090b5d-8f82-48d2-a40f-2731ec7bc7c4,Me Before You,Romance,5.97,2023-11-07
7b2460eb-405a-4830-a024-ad103cf98617,356f3f56-e7a1-4006-af32-edd1d6b0525a,Gone Girl,Mystery,17.74,2023-12-27
30bd7147-e318-4ad0-a1f9-bfd8c88f4f5e,27f4b3d8-30b7-4fbe-899e-158b8e328b86,A Game of Thrones,Fantasy,11.2,2024-02-04
ce861748-1a94-4848-aa1e-ce185887aba6,6ccba56a-4691-4db0-be0b-27a79785d092,Murder on the Orient Express,Mystery,11.44,2024-02-21
11bfa05c-b5c6-4ebf-b586-df04d33049da,74f1ca60-f48f-49f1-9524-a85bce3185ae,The Subtle Art of Not Giving a F*ck,Self-help,27.71,2024-02-07
ed8fb0ed-dd1d-4283-b9a6-7164161f7614,97a3ca1d-27b2-44a0-a319-b243d1bfdf39,The Silence of the Lambs,Horror,12.67,2023-10-12
474476a8-9848-4dc0-8ad0-7021816e2254,5f31ff92-ad7a-4f5c-9ca7-ff6745a83af9,Hyperion,Sci-fi,17.87,2023-11-07
0765f56b-1058-4f1d-98ab-c7d34524c256,3f65be3a-e0cc-4a8d-b5c4-e0f2701c0447,Wuthering Heights,Romance,11.15,2023-12-12
6c511cdc-dcf2-4a8b-92ef-80c16ba63576,498d0cec-f08b-4d7c-b36d-ef038dff029a,The Shining,Horror,19.44,2024-03-12
a52990c5-8885-4792-9d44-6a80fcac26b6,c42019e0-147f-4aec-b290-40902e4cbf94,Hyperion,Sci-fi,18.68,2023-11-27
6bdb038e-4951-4509-99a3-033fba235077,3f0822ae-6508-4627-8dcf-1908e2ceefc8,To Kill a Mockingbird,Fiction,6.64,2024-01-04
2fca3a6c-069f-484a-8f8b-ddc69ddcd2ea,8bb0c61e-822a-45fb-87f9-570f00dfe32e,The Black Prism,Fantasy,26.65,2023-11-15
5999b33e-06df-4f30-9cad-5c587a626533,5e4a7ccf-345a-4d32-bcce-ec1700280431,Wuthering Heights,Romance,9.3,2024-03-25
d4719b39-d14e-4ea3-9a2f-4e8fb937c720,125a5882-bea2-4e77-a810-4a16e7595c5e,Murder on the Orient Express,Mystery,16.65,2023-12-15
ae4c658e-7bd3-47d4-bc9b-026e4448900d,fab97d34-be64-4631-b858-fc0e8ac1ddfc,Dracula,Horror,22.76,2024-01-22
22399fed-6f8c-4c70-9f17-58af48684bc7,fbf308c7-2dca-475a-b495-d0e40c19b20f,Pet Sematary,Horror,24.85,2024-01-03
234c1b6d-e169-4b53-9c68-deb3fa556a56,ff1160a7-6ca6-4205-9d3a-8946eb44f03f,Becoming,Non-fiction,48.41,2023-12-17
1e6cc861-cc26-436d-a0d2-8ab225108bda,1e90e363-5ba8-4e7e-8032-19d8b217cd7c,1984,Fiction,14.44,2024-01-29
b9694c46-a490-4be7-a8fc-d2dbb5e9c88c,977ea19c-4d66-449b-a9fa-c70adbe29840,Babel,Fantasy,25.34,2023-10-16
c3ec3954-c5e9-4d62-97f8-43de6415424d,e990a282-6ed7-4e27-9c06-5308a316384c,The Great Gatsby,Fiction,11.52,2023-12-07
4fcb762c-9614-474c-9233-7ac02af99d3f,96de62ee-4a63-4d63-8cc7-e7e5f2424795,Ender's Game,Sci-fi,13.45,2024-01-19
e16edead-cb84-4a70-b294-cfdfcef5d662,b0d073f9-baa1-402d-a65e-600ace8bbd66,The Stars My Destination,Sci-fi,16.08,2024-03-16
f53e0f98-2f3d-4aa1-a7e6-09c3f88e1cf1,92ef3f8d-2d99-4f70-a22b-0049e16ba4d3,A Game of Thrones,Fantasy,13.88,2023-11-17
49c585fe-640e-412f-b38c-fdbcf9bdebda,4d022744-2112-4681-9961-d372b79e82f5,The Time Traveler's Wife,Romance,8.28,2024-01-09
f1d1ea3c-2c0b-4f9e-a8e6-10ddb6e4a047,eba6ea99-ad21-44e8-bf3c-8d5ff441a9d0,The Girl with the Dragon Tattoo,Mystery,12.7,2024-01-31
95e6eb66-2a82-40d1-8fb2-f77c078c906a,0326f4e9-35e7-4dcf-ae42-c5a80a8e0ad4,Born a Crime,Non-fiction,14.51,2024-02-17
44bb3346-0f53-4361-b8ae-fec00a6a9a67,96a3f6cf-2e02-4396-a614-b41adf001e82,Bird Box,Horror,6.48,2024-02-16
aab63883-e824-4c04-9a85-018b9e8ac9b6,deb5d0d9-838c-460c-97c7-b245d599c044,Becoming,Non-fiction,20.23,2023-10-29
64b968a9-123d-47c9-ae0c-056d556b4e28,01d5f641-ca81-4212-ba49-c53d88233d1c,The Notebook,Romance,7.71,2024-01-26
ad0771e2-6b11-4463-99dc-ee1b62c4400b,ede1f02d-5a51-41a2-8ea6-8e1265f7656f,The Left Hand of Darkness,Sci-fi,20.36,2024-01-24
04ae3690-5cec-4849-933f-9cedf03cf111,d6ca7484-26fb-4d94-acf1-d09f08344c4e,The Blade Itself,Fantasy,7.1,2024-03-01
915af5a9-bfd9-47bc-97db-43466650aed4,9eaf52c2-2e46-446d-ace7-6e3faeb97d4a,The Lost Horizon,Fiction,6.62,2023-10-13
f583518e-d33d-4799-8e49-ed3203177bcb,83abf39f-0371-4788-b83e-7a3277060ee4,The Power of Habit,Self-help,37.88,2024-02-11
a99cb373-c2b9-4db8-81c9-08e453eb9eee,818e614e-29f0-4485-b788-86712bd0870c,The Hobbit,Fantasy,8.16,2024-01-10
e7350ed5-b7e7-4f54-a5a0-69b8a965751d,fdcfad44-a3d0-4fc5-93d4-daf9f3231ddd,The Happiness Project,Self-help,44.33,2024-02-27
0eb1a770-9c10-4726-a8fb-33ce25db2db6,83869f70-8e26-4e2a-9649-79f154db98b1,Murder on the Orient Express,Mystery,12.41,2024-01-07
92022f90-b92c-443b-9c90-2829dd2c81fe,72486640-a225-40dc-a20c-e530e5e5712e,Sharp Objects,Mystery,14.49,2024-02-21
b6ecfe47-baa7-4ca1-b666-a631f2eff082,09237dd4-3027-4c36-910f-47a08c3d32ee,The Art of Thinking Clearly,Non-fiction,48.72,2024-03-05
365f6842-d755-4717-88a1-d833cdb00e54,c022b212-cd27-44db-9dd2-4fb94b4398ec,Grit: The Power of Passion and Perseverance,Self-help,28.42,2024-03-11
7a23834a-8ffc-4b60-a0ab-d814c014258f,00038b92-945a-4e01-94fc-97f434f1116f,The Catcher in the Rye,Fiction,13.4,2023-11-12
115aaa44-9b28-4ef1-b905-8eede159527e,f7251c6f-88f5-4988-81e0-f0881c9a796f,The Fault in Our Stars,Romance,15.15,2024-01-21
240f45c9-41fa-47ec-93de-5ff80d13d4b5,2bd71781-9275-4ac6-8474-5df13429cc45,The Silence of the Lambs,Horror,11.98,2023-10-08
ea1e2357-dbdb-4ce0-a205-9df40f74e757,7ff6632a-9090-45be-be86-64cc2e8c06fd,Atomic Habits,Self-help,25.35,2023-10-08
37643475-f9ce-43ff-8829-8970b30e1f59,ab58c618-7847-4db0-bf4b-c8e23176392d,The Sword of Kaigen,Fantasy,26.66,2024-03-25
b7836f72-84f9-4066-ac94-3fe6016a4418,ee2df4a4-71e7-4168-be50-9e9defe550ee,The Black Prism,Fantasy,12.53,2024-01-11
fcb70d78-a307-4443-be3b-53b8e98ba655,80101832-9cf2-43e9-bca0-32de230780d5,The Art of Thinking Clearly,Non-fiction,40.73,2024-03-23
348d74d0-c96b-40af-be9a-9b397a7b8767,29d33e05-6379-4529-928a-025024d66bfb,The Name of the Wind,Fantasy,26.87,2024-01-20
b6e4f570-a1ac-4803-8058-1f28f7f3b05b,c1b8877c-cf2d-4421-95f1-20378803b359,Sharp Objects,Mystery,8.77,2023-11-03
d1497aac-ab36-4bdf-9d88-976d3dc2b878,5b414b5b-751d-4829-97fb-59d995bc8e53,The Martian Chronicles,Sci-fi,21.05,2023-12-05
f4bbf6c9-9975-46d0-84e7-f731d420c370,ca001c2d-4c07-4d06-a4c2-26ce9045fc4b,The Da Vinci Code,Mystery,11.69,2024-02-29
8508f614-82d7-4e44-94c3-2bb06a0bad6c,1a4dfbda-dda5-43fb-a128-8de7779722d5,Into the Wild,Non-fiction,36.58,2024-03-11
2f647a87-aa51-4742-a58c-6d8171c6a611,234eff32-5d05-42dd-9acd-7b2bb28f5931,Pride and Prejudice,Romance,12.82,2023-10-11
a3c102d8-f730-4cc5-a70b-e8b83bd1984d,a2d9f51a-7d99-405d-a04e-119a6bd798d4,Dracula,Horror,20.33,2023-10-13
4f8f69f6-a78e-44a1-8d04-372153cbdfa9,4c6be7b1-5c95-43d4-b312-cd5f22d26f1a,The Lost Horizon,Fiction,14.98,2023-10-16
cefa4dba-4563-465a-a162-dd934de234d1,42b0584b-6103-4a6e-9d41-7e11355b9919,Snow Crash,Sci-fi,18.18,2023-11-29
7f9400b3-7e3e-4d4b-99ff-d2707a8e52ff,d0dbdfcc-2030-4045-aded-1af269faa104,Ender's Game,Sci-fi,13.73,2023-11-01
5e01b8bc-b253-4bd9-b5ff-7a6e0aed4596,067dfee5-4618-4fb8-ac7d-a18f323cfc94,The Power of Habit,Self-help,33.12,2024-02-04
63ea4963-b825-4d5a-bd0e-8d9e30cfa4bd,585f13d7-72cb-43a3-a8dd-be7e4f467b52,Ender's Game,Sci-fi,16.75,2023-11-25
e2a3822c-6d91-4198-b117-8b453d5ea67d,a6f8be80-0416-41c2-83c9-935fd9230d3a,The Happiness Project,Self-help,27.57,2024-03-25
3c1e4155-86e5-4f1f-9acd-312f5e34e465,d96b3497-db8b-4f2c-8772-905f745332af,Wuthering Heights,Romance,6.01,2023-10-07
63c06577-cb21-4f76-b8d2-fab563af587d,8d2f5230-4d7a-4a35-b9ab-fe3024f759df,Mindset: The New Psychology of Success,Self-help,36.97,2024-03-29
90b5629c-ab39-4a42-91df-b357421522f9,20c50f44-e338-48a3-904e-ae07042aaefd,Into the Wild,Non-fiction,43.25,2024-01-06
